name,degree,betweenness,closeness,eigenvector,category,Kingdom,Phylum,Class,Order,Family,Genus,Species
1d9286e7c0a736cb5f5129a3a499f811,141,1701,0.000152001,6.77E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,NA
a85586baa04b7f10bcea5874104d4d20,109,348,0.000152422,7.44E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured alpha proteobacterium
a64bff76af8eee6f4d9cc3a096c83f5f,43,0,0.000203684,3.36E-06,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
1210f08ce2fd9008efda865aae4d7475,78,38,0.000154123,5.37E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,NA
6acf5da7676969d6ed11e2525fad2559,159,629,0.000157263,8.89E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
fed4521b25d6aea2db9cd5dafe79fc10,82,278,0.0001713,1.59E-06,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
a2046bc5faa30e0310db987ebce8bd58,92,967,0.000150613,4.75E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
e0d657ddd35de405e018069a34bc70f3,24,415,0.000127232,2.17E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
0fbc1405d30fd8ad5e92c4508ada4ee6,8,0,0.000149682,8.33E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
52aa1477bb07341950c2205251e9d39e,107,2106,0.000151132,5.49E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
ae95f57180f6873531e6c4024ad4e970,40,14.5,0.000144761,1.05E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
0b05825597a3d839348f7e2e365fae5c,40,37.33333333,0.00014475,1.05E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
06031c691ea0ad1e6b427a08287f1e8f,31,22395,0.000154995,1.49E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
3a7dc5131e9781bd9978f1d8372220b8,20,0,0.000124308,1.02E-08,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
f2c96b22d6e5c6806e139fb627083232,12,5219,0.000192776,1.20E-05,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
77585abcd865882525c6398d4808aa4a,101,681,0.000146081,4.92E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
1ad4da2d6e0162a400de3bdee14a1e0b,87,114,0.000149347,4.18E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured alpha proteobacterium
be7475d5b54fa58a8c49d947c7a0846d,6,151,0.000142302,1.51E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
8f577c8f4f2e279be2d9f3ee79113b84,103,135,0.000148051,3.02E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,NA
d1a04772a23d13ff54eb46b3ca91f6ea,121,2074,0.000156572,8.53E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured alpha proteobacterium
4beed65da55c57b3d0584d143918d19c,55,17,0.000136513,1.04E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
c419df1b72d8281c91b85e16b8f85f50,76,370,0.00013642,1.84E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
37a75c34118dc40ed17fb144655bab76,62,107,0.000153392,4.36E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
71f2aab17eabb13802cb4a1e8f67ebb0,91,36,0.000137112,3.62E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,metagenome
421bada018d9c6931cc7fe5fa4eba495,40,0,0.000144689,1.05E-07,rare,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,uncultured bacterium
95829da4144913884e2c99731952af50,57,84,0.000149951,2.85E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,uncultured bacterium
d7954e5d8d010d02921d2bfac8566b22,63,198,0.000145857,1.38E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured alpha proteobacterium
816a7641f8706edee67316e1d22bbf4d,123,482,0.000139358,5.59E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured alpha proteobacterium
db1a30c6c5d2e54aca12a4e9d8adfa45,4,1750,0.000151774,7.49E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas sp. tsz20
999fb101a52077bb22cab29e23602e12,11,284,0.000151001,9.26E-05,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas frigidaquae
b37869000182a9dbdf4331c1dd650498,2,0,0.000167975,0.0037463,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,uncultured bacterium
ef96f1afd1852b4e4b622ccf684a6ebc,20,33278,0.000181918,5.99E-06,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,uncultured bacterium
87bcde1238a72a22147d73e13381b2f4,39,729,0.000199486,0.064235382,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,uncultured alpha proteobacterium
6eff618ed22735dc077f4b91b36a431c,13,4664,0.000159124,8.62E-05,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
a95c79f8251c6dfc09df264e5ab730c9,70,3043,0.000224873,0.142183468,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
0f8077ab3058e3487bcd02fc4e91ee7f,12,307,0.000189859,0.00061988,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
240f4d4f13475b4e690c1ebae13660a6,8,4732,0.000160503,3.42E-05,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
d1efc01c2bbbdfe16068956a73a3cd04,10,23,0.000194995,0.005571824,rare,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
6ab29f3b7a7d2d0e85ccd48e4776b325,142,124,0.000187521,0.002726502,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas frigidaquae
d98a3a44fae19484784693b1e32e6aa5,42,1863,0.000208569,0.092415857,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured bacterium
759e7893eaa460f457d71939895b9ee6,158,643,0.000196778,0.003889028,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured bacterium
6072f3d99259daa6381a9619c3ded829,15,2010,0.00019798,0.001795328,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
41db9e6a367900a091214bace6b90991,23,519,0.00020246,0.012881941,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
7d4c6568fd63a6dafec58cba855e46bc,141,5619,0.000225072,0.5118702,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured bacterium
b6cff4bd97b523fd10db12d9a37a2f52,23,2934,0.000209193,0.021840421,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured Antarctic bacterium LB3-94
c1210f7ebeefcf1fe67c4c1f52b153cf,28,1021,0.000209707,0.02764498,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,metagenome
afcc74f518461c881f9761eb65392028,109,219,0.000175439,0.001375135,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,metagenome
3aeab4274fb37ba79ffd2d2567112890,106,5641,0.000154213,7.40E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,bacterium enrichment culture clone SBIb19
ff6e6d26936e089282c0d8ab364938c2,40,3.75,0.000144659,1.05E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,bacterium enrichment culture clone SBIb19
f27bd45be112eeb28b55b12f74f6dcd0,160,1257,0.000156754,8.82E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,uncultured bacterium
1385aed895e2d1f5cbe47d16d98865dc,114,2334,0.000213792,0.559221152,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,uncultured bacterium
4284d25e2f90a0695c633d453a3e3727,24,1913,0.000183086,0.004179919,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured bacterium
6bb6228834b315b32d9f95ed1d3208ef,109,4375,0.000157468,6.64E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,NA
40174146cde692bb546f931a748723a2,158,711,0.000156724,8.69E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,uncultured bacterium
b8a504801ff59f28c16fdeaa59059c3d,9,197,0.000180808,0.003153087,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,uncultured bacterium
feaf57cc3629d263c2215cddcb2d1ee3,19,968,0.000218782,0.004875567,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter,uncultured Caedibacter sp.
deb64c74b520886533f47002d0406e1e,61,9,0.00015133,4.33E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter,uncultured bacterium
d02e880a77662b2bdc525643a6cea0cb,35,5351,0.000226554,0.062116925,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus,uncultured bacterium
0517a54d94978b74a1a94fa7eefd3b57,93,0,0.000214709,0.005444439,rare,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
dc06898f13620680c47332b6ab1d050b,58,13,0.000136245,2.73E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,metagenome
5ca319df21cde3c9e55922cb652f2853,7,115,0.000183338,0.000663865,rare,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
9f6ff059c952eeae2c419b0a2c6f1a44,23,648,0.000197611,0.014330095,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,NA,NA
21d62fe1eae2da6b3f4d2293e1c74d66,1,0,0.000166087,0.000576047,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
63a528eed84a1f0bed231a7de9a24529,46,56,0.000148144,1.72E-07,rare,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome,metagenome
63f7cccd6fd7de957b3b10c6191773f2,3,22,0.000165715,2.52E-05,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium
51801bade16148c22dff6542ee8c189f,15,113,0.000135441,3.26E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured alpha proteobacterium,uncultured alpha proteobacterium
98e21e62951be79ae8c11c42725cbb38,6,2519,0.000179458,4.91E-05,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium
aabe4974c8370646884a57b303a90ef2,20,590,0.000194816,0.013907841,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured bacterium,uncultured bacterium
5477fbdb23dd29471ba12467bfd3fc43,10,0,0.000131178,3.54E-09,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
2bb14edc302dab4c18cdc0e680a8276b,6,60,0.000161537,0.000531056,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured marine bacterium,uncultured marine bacterium
f23cd6237e8b61aea487bc55d78653d7,13,8,0.000161993,0.001250132,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
b6b49de0b1655591f33c761260d56d99,61,10,0.000151354,4.34E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
b5e9be43053e4b769eaa5b72cb9d3573,69,2639,0.000150919,3.51E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,marine metagenome
f27ac380edafc0835e561ec10f2ee7df,86,0,0.00015676,5.74E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,marine metagenome
100e0384cd8a24d5878be50092ccfefc,185,4906,0.000157944,1.04E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
b2da9ce841b436ce88f51c1bec393663,43,3599.715962,0.000203666,3.36E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
b361fafe81871b4f451b43ee3226eae1,12,3599,0.000165356,0.000148655,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
9a11b7bdf822e6fc28a5b4adb9ff7edf,5,1602,0.000160058,2.11E-05,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
ca9f03fec1846c07b01954cb4f9bc1c0,3,6,0.00017118,0.000191715,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome
9f4f398f6adf539ac764a6e7f5742279,41,221,0.000149501,2.48E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome
0d8ba2e0fe42c2ce0017b8cb76c724c9,25,940,0.000200776,0.012416517,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome
01b681c23679dd6f68ddbdefe8e70659,4,2020,0.000176778,0.000202895,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
b1c2a728f398f0a82b75feccb717dbec,11,68,0.000192485,0.004043119,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
dfec659e2f6c83fc2cbd8270abddf5e9,9,4047,0.000166108,6.62E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
f4011304f633c9c8fac4ed48a9d9e44e,7,107,0.000183479,0.016589731,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
3f8fc0c136a1a9ce6d13a0d81cbe04a9,5,0,0.000154498,5.43E-08,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
494d38ab3e814f95e6d8913c13fef5b7,18,0,0.000156636,2.01E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
c7e61deb9851b8e0dbacc5035976ee81,17,1286.25,0.000188082,0.001496779,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
2c6d186338aa9c5e3c26194616908698,8,5237,0.000178774,2.01E-05,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
aa7005d8cf165c65f71c6dc3945a17a2,3,0,0.000142468,3.15E-08,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
7d4863f22aa93ee216f7ae1a8369da1f,7,4363,0.000179205,0.003864374,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio exovorus JSS
397e8047b330bc4c67ec251d6f23959f,3,1099,0.000170508,0.00115042,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ec13f317bec0496f7dc51e481ee19240,8,20,0.000143279,7.46E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured Bdellovibrionales bacterium
bf76f4bb684c4c8065039cbc5c5abfd6,86,77.475,0.000156849,5.73E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome
1d163461af655ed8bb0bc8cf9129ef2e,8,45,0.000178023,0.003025257,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
3eeaa247e131e7543289014cbdc08cf6,4,173,0.000145731,8.03E-09,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome
41612234c8ffe28da3e9df7de61a5cd6,6,873,0.00016433,0.000490742,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
267acc405cbe8f6f5f0dce23d04ab7ad,126,677,0.000147524,4.80E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
1f9ec9a72e4ae64086e52b6df27339da,6,121,0.000138782,4.22E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio sp. oral clone CA006
7009cbbb385765dd2779de17391ca247,58,599,0.000169149,1.33E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
e66075dcf77e59e984ff3e563ecb0486,41,749,0.000199916,0.101118057,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
045d90b268a127a4a276af01fa140534,152,1579,0.000156771,9.25E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
6397ecf323c5740492aeb0866bd87c22,45,962,0.00014908,1.80E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
baff68a92153329a7b65c8e213b9156d,68,463,0.000152532,5.45E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
35efa9ad8102fa83b810ce89283ac8df,72,1673,0.000151348,4.44E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
50c85a8389ba0e5e703ffd7157738a85,77,1015,0.000141104,3.62E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
29c510664b776853960682dc2aaba786,58,18,0.000153309,5.32E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
d7cc52cec512b7b40ef135acc4782f38,136,3094,0.000157392,9.87E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,unidentified
9619cf67f066f96cdcdba699505e253f,94,178,0.000150433,4.64E-07,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,unidentified
e1c44a4da70e05a983e96b9ec10b8db6,7,1059,0.000159789,1.26E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,unidentified
146808ee76915646f3cbe538ed858583,39,38,0.000143705,4.21E-08,rare,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
526686644c587b2372bd739184230df8,1,0,0.000126579,1.45E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),metagenome,metagenome,metagenome
e35c0e13881bb12454f766495d2c2ad7,27,919,0.000185671,0.009071984,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),NA,NA,NA
7d87ed3fac68e680157f2aef41e47b4c,31,5133,0.000211568,0.007266462,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),NA,NA,NA
963b054b38edc456f3471893a42f1100,60,0.857142857,0.000184172,0.000988547,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),NA,NA,NA
33bf030a13c423a1ef4e06ed71646139,3,1,0.000169114,0.000151366,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),metagenome,metagenome,metagenome
b315ac2ff5c55824bb5f0f6376f05fb5,12,884,0.000170269,0.000153984,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),metagenome,metagenome,metagenome
d3f39e4049bfa5c3dc389a6e180784e5,44,2536,0.000211101,0.13467272,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),metagenome,metagenome,metagenome
40b26b85c022a2df7cea90411b25ff45,24,14374,0.000231034,0.018985364,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium
0c6b82b5b181feaeff0b733b66401adf,64,4307,0.000224231,0.141175053,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,uncultured bacterium
7a453803b53f49d1be68d709a85fd4fb,50,2795,0.000220494,0.052099585,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,uncultured bacterium
0cfe310427c6dec87c5603d2e922f89d,109,2707,0.000211095,0.340780732,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,uncultured bacterium
196d871ff64f2fde8f9d6518e93292d7,28,53,0.000178954,0.000857418,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,metagenome
027b918d5fd51c94e18703f48bc0e542,2,23,0.000147973,2.97E-06,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,NA
67d190ef6d92ec4539051a82bb88df38,60,0,0.000184251,0.000985224,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured delta proteobacterium
d35ea29048b445deb05fa5ffb62e73a9,82,29635,0.000235947,0.016115201,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured soil bacterium
7f0e20af8746fdc0ef57f5ff0a1ef26d,25,291,0.000193559,0.051400358,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured Cystobacterineae bacterium,uncultured Cystobacterineae bacterium
71a6b30f49b1664211ea6886ba01500a,73,1026,0.000206221,0.31742835,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,metagenome,metagenome
b65ebfdfa881f86bc8d9de612385eb98,8,1367,0.000201767,0.004085205,rare,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured prokaryote,uncultured prokaryote
d8bbf70f1b61461420706f9d4d523369,21,6061,0.000203244,0.001799578,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,metagenome,metagenome
5780038f3181826d20d7624faf57e0ff,86,1493,0.000213719,0.008810398,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium
f58014cb219d62b278c93187a75d46e6,28,3003,0.000202761,0.00674569,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,metagenome,metagenome
7ff797b0b1ec8990c4b63e9dd4fd55a9,1,0,0.000121701,2.42E-08,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA,NA
250679348e163694755cca9b14cb1d54,3,0,0.000143932,0.00010638,intermediate,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,NA,NA
725a167210f3159fb12f7876328b7221,122,4997,0.000227008,0.583123715,abundant,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,uncultured delta proteobacterium,uncultured delta proteobacterium
