"","AC-BB-Stn101-0cm-0d-singlerep","AC-BB-Stn101-0cm-14d-rep1","AC-BB-Stn101-0cm-14d-rep2","AC-BB-Stn101-0cm-14d-rep3","AC-BB-Stn105-0cm-0d-singlerep","AC-BB-Stn105-0cm-14d-rep1","AC-BB-Stn105-0cm-14d-rep2","AC-BB-Stn105-0cm-14d-rep3","AC-BB-Stn108-0cm-0d-singlerep","AC-BB-Stn108-0cm-14d-rep1","AC-BB-Stn108-0cm-14d-rep2","AC-BB-Stn108-0cm-14d-rep3","AC-BB-Stn111-0cm-0d-singlerep","AC-BB-Stn111-0cm-14d-rep1","AC-BB-Stn111-0cm-14d-rep2","AC-BB-Stn111-0cm-14d-rep3","AC-BB-Stn115-0cm-0d-singlerep","AC-BB-Stn115-0cm-14d-rep1","AC-BB-Stn115-0cm-14d-rep2","AC-BB-Stn115-0cm-14d-rep3","AC-BB-Stn117-0cm-0d-singlerep","AC-BB-Stn117-0cm-14d-rep1","AC-BB-Stn117-0cm-14d-rep2","AC-BB-Stn117-0cm-14d-rep3","AC-BB-Stn124-0cm-0d-singlerep","AC-BB-Stn124-0cm-14d-rep1","AC-BB-Stn124-0cm-14d-rep2","AC-BB-Stn124-0cm-14d-rep3","AC-BB-Stn170-0cm-0d-singlerep","AC-BB-Stn170-0cm-14d-rep1","AC-BB-Stn170-0cm-14d-rep2","AC-BB-Stn170-0cm-14d-rep3","AC-BB-Stn172-0cm-0d-singlerep","AC-BB-Stn172-0cm-14d-rep1","AC-BB-Stn172-0cm-14d-rep2","AC-BB-Stn172-0cm-14d-rep3","AC-BB-Stn200-0cm-0d-singlerep","AC-BB-Stn200-0cm-14d-rep1","AC-BB-Stn200-0cm-14d-rep2","AC-BB-Stn200-0cm-14d-rep3","AC-BB-Stn210-0cm-0d-singlerep","AC-BB-Stn210-0cm-14d-rep1","AC-BB-Stn210-0cm-14d-rep2","AC-BB-Stn210-0cm-14d-rep3","AC-BB-Stn250-0cm-0d-singlerep","AC-BB-Stn250-0cm-14d-rep1","AC-BB-Stn250-0cm-14d-rep2","AC-BB-Stn250-0cm-14d-rep3","AC-BB-Stn254-0cm-0d-singlerep","AC-BB-Stn254-0cm-14d-rep1","AC-BB-Stn254-0cm-14d-rep2","AC-BB-Stn254-0cm-14d-rep3","MC-BB-Stn115-0cm-0d","MC-BB-Stn115-0cm-14d","MC-BB-Stn155-0cm-14d-B1","MC-BB-Stn155-0cm-14d-B2","MC-BB-Stn155-0cm-14d-B3","MC-BB-Stn155-Top-0d-B1","MC-BB-Stn155-Top-0d-B2","MC-BB-Stn155-Top-0d-B3","MC-BB-Stn155-Top-7d-B1","MC-BB-Stn155-Top-7d-B2","MC-BB-Stn155-Top-7d-B3","MC-BB-Stn176-0cm-0d","MC-BB-Stn176-0cm-14d","MC-BB-StnFbay-0cm-0d-B4","MC-BB-StnFbay-0cm-0d-B5","MC-BB-StnFbay-0cm-0d-B6","MC-BB-StnFbay-0cm-14d-B4","MC-BB-StnFbay-0cm-14d-B5","MC-BB-StnFbay-0cm-14d-B6","MC-BB-StnFbay-0cm-7d-B4","MC-BB-StnFbay-0cm-7d-B5","MC-BB-StnFbay-0cm-7d-B6","MC-LS-Stn640-0cm-0d-B7","MC-LS-Stn640-0cm-0d-B8","MC-LS-Stn640-0cm-0d-B9","MC-LS-Stn640-0cm-14d-B7","MC-LS-Stn640-0cm-14d-B8","MC-LS-Stn640-0cm-14d-B9","MC-LS-Stn640-0cm-7d-B7","MC-LS-Stn640-0cm-7d-B8","MC-LS-Stn640-0cm-7d-B9","MC-SS-Stn0003-0cm-0d-B1","MC-SS-Stn0003-0cm-0d-B2","MC-SS-Stn0003-0cm-0d-B3","MC-SS-Stn0003-0cm-14d-B1","MC-SS-Stn0003-0cm-14d-B2","MC-SS-Stn0003-0cm-14d-B3","MC-SS-Stn0003-0cm-7d-B1","MC-SS-Stn0003-0cm-7d-B2","MC-SS-Stn0003-0cm-7d-B3","MC-SS-Stn0003-255cm-0d-B4","MC-SS-Stn0003-255cm-0d-B5","MC-SS-Stn0003-255cm-0d-B6","MC-SS-Stn0003-255cm-14d-B4","MC-SS-Stn0003-255cm-14d-B5","MC-SS-Stn0003-255cm-14d-B6","MC-SS-Stn0003-255cm-7d-B4","MC-SS-Stn0003-255cm-7d-B5","MC-SS-Stn0003-255cm-7d-B6","MC-SS-Stn0003-550cm-0d-B7","MC-SS-Stn0003-550cm-0d-B8","MC-SS-Stn0003-550cm-0d-B9","MC-SS-Stn0003-550cm-14d-B7","MC-SS-Stn0003-550cm-14d-B8","MC-SS-Stn0003-550cm-14d-B9","MC-SS-Stn0003-550cm-7d-B7","MC-SS-Stn0003-550cm-7d-B8","MC-SS-Stn0003-550cm-7d-B9","MC-SS-Stn0013-0cm-0d-B10","MC-SS-Stn0013-0cm-0d-B11","MC-SS-Stn0013-0cm-0d-B12","MC-SS-Stn0013-0cm-14d-B10","MC-SS-Stn0013-0cm-14d-B11","MC-SS-Stn0013-0cm-14d-B12","MC-SS-Stn0013-0cm-7d-B10","MC-SS-Stn0013-0cm-7d-B11","MC-SS-Stn0013-0cm-7d-B12","MC-SS-Stn0013-400cm-0d-B13","MC-SS-Stn0013-400cm-0d-B14","MC-SS-Stn0013-400cm-0d-B15","MC-SS-Stn0013-400cm-14d-B13","MC-SS-Stn0013-400cm-14d-B14","MC-SS-Stn0013-400cm-14d-B15","MC-SS-Stn0013-400cm-7d-B13","MC-SS-Stn0013-400cm-7d-B14","MC-SS-Stn0013-400cm-7d-B15","MC-SS-Stn0013-900cm-14d-B16","MC-SS-Stn0013-900cm-14d-B17","MC-SS-Stn0013-900cm-14d-B18","MC-SS-Stn0013-Bottom-0d-B16","MC-SS-Stn0013-Bottom-0d-B17","MC-SS-Stn0013-Bottom-0d-B18","MC-SS-Stn0013-Bottom-7d-B16","MC-SS-Stn0013-Bottom-7d-B17","MC-SS-Stn0013-Bottom-7d-B18","MC-SS-Stn0022-0cm-0d-B1","MC-SS-Stn0022-0cm-0d-B2","MC-SS-Stn0022-0cm-0d-B3","MC-SS-Stn0022-0cm-14d-B1","MC-SS-Stn0022-0cm-14d-B2","MC-SS-Stn0022-0cm-14d-B3","MC-SS-Stn0022-0cm-7d-B1","MC-SS-Stn0022-0cm-7d-B2","MC-SS-Stn0022-0cm-7d-B3","MC-SS-Stn0022-400cm-0d-B4","MC-SS-Stn0022-400cm-0d-B5","MC-SS-Stn0022-400cm-0d-B6","MC-SS-Stn0022-400cm-14d-B4","MC-SS-Stn0022-400cm-14d-B5","MC-SS-Stn0022-400cm-14d-B6","MC-SS-Stn0022-400cm-7d-B4","MC-SS-Stn0022-400cm-7d-B5","MC-SS-Stn0022-400cm-7d-B6","MC-SS-Stn0022-690cm-14d-B7","MC-SS-Stn0022-690cm-14d-B8","MC-SS-Stn0022-690cm-14d-B9","MC-SS-Stn0022-Bottom-0d-B7","MC-SS-Stn0022-Bottom-0d-B8","MC-SS-Stn0022-Bottom-0d-B9","MC-SS-Stn0022-Bottom-7d-B7","MC-SS-Stn0022-Bottom-7d-B8","MC-SS-Stn0022-Bottom-7d-B9","MC-SV-StnJ2007-0cm-0d-B1","MC-SV-StnJ2007-0cm-0d-B2","MC-SV-StnJ2007-0cm-0d-B3","MC-SV-StnJ2007-0cm-7d-B1","MC-SV-StnJ2007-0cm-7d-B2","MC-SV-StnJ2007-0cm-7d-B3","MC-SV-StnJ2007-0cm-b4past","MC-SV-StnJ2016-0cm-0d-B1","MC-SV-StnJ2016-0cm-0d-B2","MC-SV-StnJ2016-0cm-0d-B3","MC-SV-StnJ2016-0cm-7d-B1","MC-SV-StnJ2016-0cm-7d-B2","MC-SV-StnJ2016-0cm-7d-B3","Kingdom","Phylum","Class","Order","Family","Genus","ASVID","Max"
"ASV187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65848021,0,"Bacteria","Firmicutes","Clostridia","Thermincolales","Thermincolaceae","Thermincola","ASV187",11.65848021
"ASV194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49585099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfotomaculum","ASV194",2.49585099
"ASV199",0,0,0.171200304,0,0,0,0,0,0,0,0,0,0,0.76951719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261853028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132154712,0,0,0.241301908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","ASV199",0.76951719
"ASV202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68437307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfohalotomaculum","ASV202",18.68437307
"ASV212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.318161535,0,0,11.80876295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547615868,0.433730776,0,0,0,0,2.385311364,0.198642011,0.282019535,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Unclassified","ASV212",11.80876295
"ASV213",0,0,0,5.683775405,0,0,0,0,0,0,0,0,0,0,10.38058063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087090797,0,0,0.830129812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223890425,0,0,0,0,0,0,0,0,0.017196313,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV213",10.38058063
"ASV215",0,0,0,0,0,0,0,0,0,0,0,0,0,10.12783915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.06237689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87905203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfohalotomaculum","ASV215",35.06237689
"ASV222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58488149,0,0,12.06517393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Thermicanales","Thermicanaceae","Thermicanus","ASV222",17.58488149
"ASV224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549848545,1.175370642,3.732503888,0,0,0,0,0.734962456,0.281710488,0.196037969,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Unclassified","ASV224",3.732503888
"ASV225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.90518898,0,0,11.45541783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Thermicanales","Thermicanaceae","Thermicanus","ASV225",17.90518898
"ASV226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58488149,0,0,11.67532987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Thermicanales","Thermicanaceae","Thermicanus","ASV226",17.58488149
"ASV240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526801001,0,2.325902886,0,0,0,0,1.345220091,0.960704999,1.365387261,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV240",2.325902886
"ASV253",0,0,0,0,0,0.45620438,0,0.3477306,0,0,0.085353363,0,0,0,0,0.333251049,0,0,0,1.677804635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435848543,0,0.245139005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090530818,0.117622416,0,0.224466891,0.128938674,0.329390627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus","ASV253",1.677804635
"ASV254",0,0,0,0,0,0,0,0,0,0,21.55172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV254",21.55172414
"ASV259",0,0,0,3.727178781,0,0,0,0,0,0,0,0,0,3.537296761,0,6.702048877,0,0,0,0,0,3.912698413,0,0,0,0,3.673385859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559975486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gelria","ASV259",6.702048877
"ASV279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037792895,0,0,0,0,0,0.204230489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11049651,1.883264325,0.60307586,0,0,0,0,1.196635623,0.393672349,1.915669281,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Unclassified","ASV279",2.11049651
"ASV287",0,0,0,0,0,0,0,0,0,0,0,0,0,7.273178602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.97439265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.916916372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfohalotomaculum","ASV287",42.97439265
"ASV293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001244568,1.753057377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfotomaculum","ASV293",1.753057377
"ASV295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53922174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfohalotomaculum","ASV295",13.53922174
"ASV322",0,0,0,0,0,0,0,0.539897511,0,0.449301761,0.264595425,0,0,0,0,0,0,0,0,0,0,0,0,0.26711017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046325597,0.263441986,0.334029228,0.415263749,0.290112015,1.217747168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","ASV322",1.217747168
"ASV324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.248660791,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa","Brassicibacter","ASV324",3.248660791
"ASV331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.924513784,0,0,"Bacteria","Firmicutes","Clostridia","Thermincolales","Thermincolaceae","Thermincola","ASV331",4.924513784
"ASV334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.042618901,4.576409698,0,0.245139005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV334",9.042618901
